x, y, z
-1.223577, -2.114234, -0.08329196
-1.167228, -2.10334, -0.05149727
-1.093908, -2.120778, -0.02801636
-1.09317, -2.221875, -0.05825442
-1.083003, -2.144537, -0.112399
-1.175205, -2.140353, -0.08853187
-1.198931, -2.176328, -0.05700445
-1.093325, -2.164947, -0.05726647
-1.088809, -2.081234, -0.07920705
-1.060327, -2.124696, -0.06881574
-1.121981, -2.12718, -0.08096002
-1.152478, -2.146606, -0.02472533
-1.129946, -2.193954, -0.03227115
-1.072743, -2.195309, -0.01719505
-1.153933, -2.181571, 0.02355701
-1.06758, -2.199985, -0.0991724
-1.134778, -2.119016, 0.0250262
-1.037319, -2.137988, 0.06581596
-1.068845, -2.092632, 0.1114383
-1.109739, -2.160404, 0.003387436
-1.138996, -2.219291, 0.07531238
-1.104576, -2.177009, 0.05342853
-1.190282, -2.144729, 0.01233912
-1.087109, -2.13376, 0.08344269
-1.062082, -2.180392, 0.08570468
-1.186343, -2.094163, -0.002946913
-1.111701, -2.212217, 0.01448463
-1.115649, -2.172828, 0.1050557
-1.171459, -2.101262, 0.1206761
-1.026194, -2.217234, 0.09842078
-1.150985, -2.155513, 0.06957921
-1.073068, -2.231684, 0.07837576
-1.061478, -2.145435, 0.01926877
-1.060971, -2.200717, 0.03488073
-1.109148, -2.12161, 0.130058
-1.038052, -2.089043, 0.1665838
-1.036336, -2.168779, 0.1797034
-1.032302, -2.126481, 0.1295395
-1.131649, -2.217759, 0.2235023
-1.147239, -2.119321, 0.2150698
-1.072804, -2.130428, 0.1772723
-1.015682, -2.227572, 0.1812467
-1.019449, -2.144266, 0.2235233
-1.072782, -2.160413, 0.1335944
-1.049089, -2.206732, 0.1450301
-1.122739, -2.16553, 0.223526
-0.9984249, -2.132887, 0.1706367
-1.12392, -2.14797, 0.1735657
-1.086738, -2.185453, 0.1781525
-1.070144, -2.15951, 0.221505
-1.142422, -2.194852, 0.1572806
-1.06122, -2.107309, 0.2235144
-1.154629, -2.027364, -0.2077148
-1.068449, -2.026185, -0.1793254
-1.25398, -2.055833, -0.2235065
-1.232216, -1.952169, -0.2235083
-1.141107, -1.978632, -0.2235084
-1.201957, -2.045796, -0.2235158
-1.137101, -2.0518, -0.1640888
-1.192373, -1.993705, -0.22351
-1.180177, -1.942174, -0.2235034
-1.115008, -2.001416, -0.1741654
-1.167148, -1.998262, -0.1652427
-1.283023, -1.967494, -0.2235081
-1.189157, -2.045973, -0.1720975
-1.091354, -2.073947, -0.1790627
-1.17414, -2.095095, -0.159043
-1.244388, -2.003731, -0.2235207
-1.231181, -2.013715, -0.1732001
-1.231039, -2.077218, -0.1807919
-1.173104, -2.030896, -0.123919
-1.22205, -1.989641, -0.04945299
-1.203972, -2.079495, -0.1181477
-1.132461, -1.996915, -0.1243543
-1.079782, -2.000199, -0.1198206
-1.102768, -2.048461, -0.03997484
-1.239931, -2.064178, -0.07732277
-1.154477, -2.096506, -0.1098557
-1.155141, -2.040452, -0.03074813
-1.074053, -2.052454, -0.1264971
-1.125149, -2.052468, -0.1124764
-1.175123, -2.007111, -0.06677406
-1.12339, -2.01478, -0.07529843
-1.207394, -2.04035, -0.04106262
-1.209147, -1.996437, -0.1059516
-1.06968, -2.02501, -0.07409085
-1.131878, -2.085782, -0.01616305
-1.175117, -2.058689, -0.0788687
-1.227139, -2.088575, 0.03040558
-1.07804, -1.979625, 0.1293907
-1.104182, -2.064706, 0.07474545
-1.052538, -2.066175, 0.06304669
-1.099425, -2.05842, 0.01554289
-1.170134, -2.066471, 0.08072235
-1.033638, -2.020605, 0.08240375
-1.173162, -1.998798, 0.1243041
-1.086368, -2.015783, 0.08456656
-1.085221, -2.103012, 0.04035214
-1.133318, -2.107854, 0.08450556
-1.149211, -2.068351, 0.03077146
-1.112394, -2.008719, 0.002613246
-1.071948, -2.034384, 0.1320238
-1.13725, -2.031106, 0.102505
-1.234375, -2.014169, 0.00291805
-1.190142, -2.042695, 0.008985192
-1.128216, -2.024023, 0.05079488
-1.028475, -2.037871, 0.1764443
-1.144076, -2.041239, 0.2235225
-1.112261, -2.068724, 0.1302101
-1.102274, -2.0738, 0.2235269
-1.070677, -2.004389, 0.1756983
-1.077958, -2.056734, 0.1796715
-1.151409, -1.98877, 0.2235166
-1.168815, -1.981093, 0.1740662
-1.118126, -2.009491, 0.146919
-1.079204, -1.961041, 0.2235189
-1.130743, -1.939982, 0.2235238
-1.191311, -1.953906, 0.2234823
-1.047811, -2.005041, 0.2235056
-1.14015, -2.050867, 0.1715787
-1.023687, -2.054016, 0.1223207
-1.113223, -2.096185, 0.1767691
-1.042454, -2.057759, 0.223516
-1.100445, -2.011168, 0.2235031
-1.235783, -1.906514, -0.1549875
-1.254466, -1.865127, -0.2212548
-1.314509, -1.88601, -0.223504
-1.19049, -1.855323, -0.2235026
-1.284777, -1.688612, -0.2046751
-1.253607, -1.772793, -0.2142661
-1.20743, -1.966695, -0.1789837
-1.148207, -1.950697, -0.1789188
-1.124136, -1.944082, -0.132008
-1.270536, -1.915579, -0.2235118
-1.189082, -1.916992, -0.1777351
-1.159976, -1.865334, -0.1474914
-1.200552, -1.771645, -0.2235185
-1.15566, -1.895236, -0.223538
-1.095335, -1.952228, -0.1757189
-1.206071, -1.866922, -0.1741991
-1.281654, -1.816908, -0.2234274
-1.120963, -1.906319, -0.1690594
-1.228688, -1.818617, -0.2235106
-1.216138, -1.901685, -0.2230891
-1.20581, -1.869981, -0.1212961
-1.215266, -1.78117, -0.1735263
-1.163638, -1.809647, -0.2235144
-1.180214, -1.820794, -0.1707586
-1.209554, -1.777281, -0.1209948
-1.177825, -1.825106, -0.1179976
-1.134364, -1.803584, -0.09664807
-1.116439, -1.841115, -0.1294736
-1.173219, -1.963112, -0.1260612
-1.158734, -1.867757, -0.09300207
-1.100935, -1.866298, -0.08550406
-1.139367, -1.98369, -0.0354889
-1.190358, -1.956751, -0.07631811
-1.106241, -1.883077, -0.03553715
-1.156791, -1.873028, -0.02328613
-1.217855, -1.929217, -0.04037277
-1.168843, -1.912644, -0.05634391
-1.088482, -1.97515, -0.07110567
-1.138333, -1.962874, -0.08419453
-1.085475, -1.968359, -0.0186539
-1.203481, -1.87282, -0.06506097
-1.192062, -1.834187, -0.03058051
-1.128507, -1.911224, -0.09067543
-1.171261, -1.910341, -0.1219547
-1.123251, -1.933237, -0.03666672
-1.21659, -1.914626, -0.09487909
-1.134823, -1.83792, -0.05630621
-1.202509, -1.806918, -0.07479389
-1.174188, -1.840477, 0.07554114
-1.186425, -1.968526, -0.01641639
-1.199985, -1.884115, 0.04596756
-1.21201, -1.927488, 0.01802297
-1.229761, -1.806911, -0.005250931
-1.243063, -1.846834, -0.03745329
-1.164313, -1.921919, -0.004366398
-1.113266, -1.909126, 0.01614493
-1.096871, -1.981654, 0.04544096
-1.216345, -1.774818, 0.071685
-1.134247, -1.883848, 0.05772138
-1.121282, -1.832477, 0.05667953
-1.163742, -1.998373, 0.02101961
-1.129695, -1.959176, 0.01046556
-1.203565, -1.972765, 0.04480083
-1.059435, -1.969359, 0.08086066
-1.125952, -1.980923, 0.08974242
-1.175272, -1.960386, 0.08785695
-1.083678, -1.890071, 0.07300991
-1.162521, -1.852839, 0.02536085
-1.213876, -1.926713, 0.07427084
-1.16317, -1.927245, 0.04833327
-1.207551, -1.884693, -0.01357318
-1.111728, -1.933901, 0.06296417
-1.218914, -1.905126, 0.1314368
-1.115127, -1.975354, 0.1873077
-1.087901, -1.868392, 0.1737441
-1.142808, -1.921818, 0.1041497
-1.134054, -1.959376, 0.1404682
-1.088592, -1.910368, 0.2111932
-1.136198, -1.879496, 0.1924794
-1.170644, -1.905126, 0.2235131
-1.085393, -1.931325, 0.1088777
-1.120119, -1.760846, 0.2235317
-1.209829, -1.86948, 0.2235166
-1.100589, -1.855349, 0.2235097
-1.160623, -1.889667, 0.143942
-1.030626, -2.001734, 0.1377647
-1.151056, -1.839186, 0.2235058
-1.089068, -1.822524, 0.1472398
-1.180878, -1.809345, 0.1178896
-1.137426, -1.843102, 0.1539863
-1.183193, -1.8885, 0.09602055
-1.156411, -1.929759, 0.1783192
-1.165506, -1.788204, 0.2235181
-1.181255, -1.85279, 0.1821367
-1.123555, -1.87265, 0.1083938
-1.073953, -1.881995, 0.1244799
-1.134431, -1.715562, -0.1588665
-1.145034, -1.700377, -0.09735337
-1.228285, -1.729822, -0.1748596
-1.173616, -1.749215, -0.1807856
-1.180903, -1.696922, -0.1762255
-1.258841, -1.646309, -0.223508
-1.211076, -1.551929, -0.2235118
-1.152954, -1.538464, -0.2232549
-1.161794, -1.66443, -0.1324554
-1.198941, -1.633528, -0.2235138
-1.247323, -1.721013, -0.2235197
-1.191404, -1.719468, -0.223246
-1.128754, -1.804757, -0.1765525
-1.204003, -1.651468, -0.16177
-1.285501, -1.629033, -0.1810971
-1.23789, -1.597627, -0.2235294
-1.159537, -1.78085, -0.140665
-1.220601, -1.678669, -0.2062154
-1.106449, -1.700752, -0.02955997
-1.095985, -1.752805, -0.01935989
-1.093009, -1.77242, -0.08541779
-1.126355, -1.786514, -0.04672188
-1.182074, -1.782191, -0.03260976
-1.084797, -1.671159, -0.07981238
-1.149721, -1.651813, -0.07665853
-1.125356, -1.736408, -0.06388782
-1.161304, -1.701285, -0.04693305
-1.111671, -1.649031, -0.03987123
-1.146208, -1.695475, 0.005054876
-1.176157, -1.731599, -0.1304114
-1.099324, -1.695989, -0.1243244
-1.169129, -1.764294, -0.08929843
-1.099478, -1.791168, -0.1345426
-1.127258, -1.746504, -0.1164534
-1.215296, -1.696324, -0.1359088
-1.198984, -1.64751, -0.05759427
-1.193287, -1.701602, 0.1071517
-1.187405, -1.682063, 0.03965034
-1.15879, -1.669407, 0.08307487
-1.111876, -1.743725, 0.03037257
-1.196792, -1.813756, 0.035676
-1.203903, -1.743003, 0.138447
-1.147162, -1.712873, 0.05509037
-1.161559, -1.670455, 0.1359862
-1.194695, -1.734217, 0.04541749
-1.152481, -1.792305, 0.07154414
-1.174905, -1.749011, 0.09228061
-1.095234, -1.790466, 0.07578066
-1.149349, -1.743473, -0.0171763
-1.165307, -1.772756, 0.02399725
-1.086997, -1.697529, 0.05357815
-1.11308, -1.690825, 0.09921061
-1.147901, -1.812773, -0.006061912
-1.120977, -1.745647, 0.0874422
-1.099677, -1.706942, 0.1583337
-1.123145, -1.752622, 0.1713009
-1.15493, -1.710182, 0.1784551
-1.137264, -1.579932, 0.2235282
-1.090017, -1.774036, 0.1258878
-1.037901, -1.696391, 0.1274664
-1.146885, -1.720583, 0.1271244
-1.125484, -1.819716, 0.1079728
-1.142997, -1.773416, 0.1268233
-1.074426, -1.727751, 0.1053425
-1.128713, -1.804178, 0.1888801
-1.167734, -1.734962, 0.2235084
-1.055893, -1.736736, 0.1567204
-1.122439, -1.66943, 0.1880375
-1.159541, -1.682605, 0.2235054
-1.189791, -1.639094, 0.223507
-1.078278, -1.780161, 0.1771974
-1.137158, -1.632921, 0.2235074
-1.100248, -1.38865, -0.2235137
-1.17392, -1.452764, -0.2235112
-1.083639, -1.511219, -0.1213177
-1.053811, -1.551813, -0.1377588
-1.106243, -1.551805, -0.146822
-1.052068, -1.410693, -0.2235097
-1.086772, -1.510675, -0.2235105
-1.037182, -1.601821, -0.1316904
-1.067187, -1.461455, -0.2235016
-1.134947, -1.488644, -0.2231361
-1.11538, -1.439415, -0.2235089
-1.194392, -1.501641, -0.2235164
-1.136681, -1.666621, -0.1790226
-1.110716, -1.622677, -0.1648274
-1.1352, -1.578918, -0.1819663
-1.0294, -1.474685, -0.1790389
-1.156697, -1.402653, -0.2235167
-1.060004, -1.518425, -0.1784382
-1.100278, -1.568754, -0.06335559
-1.089326, -1.596545, -0.1240048
-1.048292, -1.555065, -0.04249731
-1.032904, -1.567417, -0.09164497
-1.114785, -1.645971, -0.116082
-1.061382, -1.505079, -0.03076482
-1.009593, -1.472045, -0.0091407
-1.072212, -1.544068, 0.003462359
-1.075749, -1.597285, -0.02603184
-1.034012, -1.619677, -0.08190575
-0.982253, -1.494259, -0.1100041
-1.171726, -1.592224, 0.01211201
-1.154775, -1.636367, -0.01178682
-1.110618, -1.522581, -0.03956965
-1.03029, -1.505022, -0.1296358
-1.042013, -1.516857, -0.07866973
-1.086635, -1.618386, -0.07581341
-1.117467, -1.570178, -0.007815406
-1.01158, -1.493231, 0.1352684
-1.059987, -1.478805, 0.1193039
-1.122455, -1.636342, 0.1466545
-1.123555, -1.66098, 0.03829353
-1.050038, -1.519538, 0.08693647
-0.9791609, -1.451267, 0.1413648
-1.014418, -1.524419, -0.01564819
-1.071817, -1.567134, 0.09506574
-1.100151, -1.597347, 0.06201452
-1.106383, -1.617467, 0.0133837
-1.078469, -1.61812, 0.1077979
-0.9953512, -1.543162, 0.1424274
-1.048007, -1.556414, 0.04894951
-1.109637, -1.549877, 0.04049414
-1.042039, -1.508089, 0.02802853
-1.12905, -1.627189, 0.09488553
-1.168029, -1.633109, 0.04559979
-1.00499, -1.501842, 0.06540519
-1.013486, -1.508904, 0.1858461
-1.070523, -1.585717, 0.1489633
-1.064135, -1.505714, 0.1705861
-1.005987, -1.456233, 0.1867886
-0.9518441, -1.478288, 0.1813546
-1.038606, -1.476117, 0.2235067
-1.032204, -1.607778, 0.1781727
-1.045061, -1.528709, 0.2235089
-1.083548, -1.611509, 0.2235194
-0.962164, -1.391619, 0.222611
-1.015799, -1.417795, 0.2235176
-1.042793, -1.419145, 0.1779549
-1.111335, -1.597313, 0.1807158
-1.088549, -1.498513, 0.2217567
-1.088691, -1.558767, 0.2235042
-1.080428, -1.66514, 0.1321085
-1.076077, -1.63867, 0.1778157
-1.082156, -1.445933, 0.2235138
-1.058122, -1.304968, -0.2235125
-0.9269077, -1.358562, -0.1734864
-1.104047, -1.335819, -0.2235367
-0.9556237, -1.19207, -0.2235108
-0.9807452, -1.147296, -0.2104089
-0.8836101, -1.262508, -0.176237
-1.028104, -1.353311, -0.1652352
-1.012489, -1.27804, -0.2235063
-1.03588, -1.465553, -0.09039237
-1.057493, -1.392771, -0.1455651
-1.027279, -1.421759, -0.1780109
-1.001705, -1.402653, -0.1348149
-1.008379, -1.455206, -0.1344852
-0.8958644, -1.29844, -0.1123458
-0.9060048, -1.249542, -0.130035
-0.951723, -1.2492, -0.1013468
-1.053975, -1.357766, -0.2235077
-0.8894094, -1.316186, -0.1708342
-0.9457279, -1.249445, -0.2235012
-1.001945, -1.349444, -0.2179091
-0.9258865, -1.340592, -0.1236538
-0.9953545, -1.279882, -0.173394
-0.9652783, -1.322839, -0.1657313
-0.964666, -1.299104, -0.1183494
-0.8300498, -1.270468, 0.04438731
-0.8983988, -1.238871, -0.02634647
-0.8989297, -1.252178, -0.07761112
-0.8952326, -1.200693, -0.08960949
-0.974116, -1.422228, -0.09402002
-0.8986861, -1.385867, -0.04384041
-0.8333189, -1.317711, -0.08963679
-0.9595615, -1.480422, -0.02448907
-0.8950583, -1.346561, -0.08096828
-0.9444765, -1.401188, -0.1473647
-0.8747828, -1.297261, -0.06375624
-0.9360656, -1.385508, -0.09746534
-0.9576725, -1.339128, -0.0803467
-0.9551822, -1.384609, -0.0480791
-0.9717063, -1.428865, -0.02411324
-0.9896499, -1.513548, -0.06121457
-0.9386345, -1.392756, 0.001582488
-0.9914652, -1.460597, -0.06186163
-0.9288749, -1.25296, 0.01462275
-0.9256941, -1.340625, -0.03814164
-0.8639622, -1.26531, 0.004012287
-0.9959861, -1.375723, -0.08113071
-0.88706, -1.154495, 7.870793e-05
-0.8412919, -1.237354, -0.04618961
-0.8865508, -1.345283, 0.1051625
-0.8703051, -1.307655, 0.1396337
-0.838758, -1.200502, 0.05268845
-0.8520129, -1.241799, 0.08312836
-0.8742216, -1.314222, -0.01357836
-0.9054991, -1.352165, 0.009451404
-0.9189292, -1.407733, 0.04841775
-0.926242, -1.430518, -0.05129817
-0.9280218, -1.37945, 0.09226933
-0.9681634, -1.428532, 0.02875908
-0.8251321, -1.301299, 0.001594484
-0.8776155, -1.374557, 0.04853085
-0.9148325, -1.338898, 0.06081878
-0.8277552, -1.226823, 0.008037522
-0.8694715, -1.291718, 0.08656204
-0.9582006, -1.424528, 0.08063704
-0.8352406, -1.258618, 0.1304917
-0.7893929, -1.235577, 0.1172483
-0.9556373, -1.477211, 0.0854805
-0.7909451, -1.187768, 0.09447569
-0.8898314, -1.259352, 0.04987912
-0.9791824, -1.26708, 0.02345195
-0.86023, -1.31379, 0.03928202
-0.7957861, -1.231435, 0.05484551
-0.8374622, -1.20102, 0.1545696
-0.9101681, -1.277973, 0.1595439
-0.8504896, -1.19306, 0.1038209
-0.8711166, -1.240574, 0.165072
-0.9444953, -1.239626, 0.1721017
-0.9328221, -1.428873, 0.1791225
-1.008189, -1.365363, 0.223529
-0.9075426, -1.15673, 0.2004417
-0.9822949, -1.410342, 0.1748937
-0.9446923, -1.186626, 0.2235296
-0.8990475, -1.386469, 0.1360652
-0.9216722, -1.37625, 0.1828847
-0.9501425, -1.290395, 0.2235096
-0.9785441, -1.279408, 0.1801473
-1.03961, -1.171195, 0.223502
-0.9085013, -1.257044, 0.2200982
-0.9578124, -1.237962, 0.2235048
-0.8613269, -1.233155, 0.2235052
-0.9780051, -1.345221, 0.1849324
-0.7933867, -1.27676, 0.08216488
-0.9458655, -1.41151, 0.1304955
-0.9008163, -1.210133, 0.1966844
-0.979407, -1.315331, 0.1412036
-0.8253598, -1.307111, 0.1115528
-1.02365, -1.043466, -0.1356434
-0.8637969, -1.176593, -0.1302891
-1.052343, -1.126513, -0.1778003
-1.023446, -1.118781, -0.2235021
-1.01148, -1.067157, -0.2235037
-1.076257, -1.114418, -0.2235117
-0.9794945, -1.072723, -0.1366577
-0.9720756, -1.168116, -0.1284996
-0.8960081, -1.095405, -0.2235311
-0.9339918, -1.204808, -0.1255163
-1.116712, -1.070518, -0.2235359
-1.064288, -1.0628, -0.2229091
-0.9878491, -1.201776, -0.1780614
-1.054335, -1.010757, -0.2235335
-0.9680628, -1.097535, -0.2235072
-0.9702317, -1.110862, -0.1722659
-0.9356197, -1.210775, -0.1781467
-1.093893, -1.093643, -0.1780656
-0.9863147, -1.036355, -0.0987283
-0.9946619, -1.120855, -0.1205614
-1.008209, -1.158957, -0.08634597
-1.002903, -1.170608, -0.03494781
-0.8677998, -1.195639, -0.02714708
-1.044375, -1.138155, -0.1267152
-0.9503471, -1.166496, -0.02967007
-0.9116391, -1.157343, -0.118135
-0.9327401, -1.121643, -0.007641584
-0.9462444, -1.178706, -0.08106741
-0.9751712, -1.086404, -0.08534431
-0.9402241, -1.224845, -0.05570938
-1.052281, -1.057504, -0.09334011
-0.9382504, -1.106277, -0.1302612
-1.003213, -1.064739, -0.04595789
-1.022119, -1.123289, -0.02086931
-0.9794568, -1.094238, -0.008899063
-0.9802588, -1.14594, 0.008949846
-0.9119328, -1.130574, 0.04025832
-0.9641012, -1.140219, 0.07950783
-1.012208, -1.110461, 0.03569439
-0.8851014, -1.174824, 0.05166893
-0.8234737, -1.172154, 0.01061092
-0.8830234, -1.086187, 0.03858338
-0.8506935, -1.131534, 0.03102207
-0.8523245, -1.091996, -0.004226536
-0.8065743, -1.161415, 0.1376936
-0.8907837, -1.063644, -0.02713263
-0.9593929, -1.107095, 0.0384213
-0.847039, -1.044847, 0.04908478
-0.82358, -1.153182, 0.07107992
-0.9060293, -1.052709, 0.07586175
-0.8783674, -1.216951, 0.02023241
-0.9339961, -1.069735, 0.002940342
-0.9281975, -1.100569, 0.08076316
-0.7823091, -1.181702, 0.04256275
-0.9214967, -1.111118, 0.2235301
-0.7408378, -1.179112, 0.1724101
-0.7850833, -1.20595, 0.160979
-0.8156369, -1.126812, 0.1767705
-0.9156007, -1.101737, 0.171739
-0.8587463, -1.157624, 0.1763087
-0.8698246, -1.127512, 0.2235027
-0.8204553, -1.068576, 0.163091
-0.9459709, -1.009048, 0.2219995
-0.9790748, -1.050395, 0.2235295
-1.026286, -1.037085, 0.2034958
-0.8148739, -1.058071, 0.09981453
-0.9222497, -1.058435, 0.1259588
-0.9884986, -1.156814, 0.2230592
-0.8615284, -1.079398, 0.08654964
-0.8217399, -1.110544, 0.1024883
-0.9058865, -1.049805, 0.1755934
-0.8748968, -1.129975, 0.07813129
-1.119665, -0.9294304, -0.2235042
-1.134599, -0.9739, -0.1865951
-1.18327, -0.9391528, -0.2235013
-1.225564, -0.9710919, -0.2233936
-1.298793, -0.9701589, -0.2235174
-1.084902, -0.9747213, -0.1682072
-1.125207, -1.01821, -0.2235014
-1.212624, -1.022484, -0.2235319
-1.082196, -1.039425, -0.1331354
-1.09385, -0.9755977, -0.2204346
-1.185092, -1.04597, -0.1312132
-1.052785, -1.016793, -0.1709413
-1.247934, -1.063277, -0.1775024
-1.191148, -1.017354, -0.1753988
-1.146506, -1.090134, -0.1832532
-1.170375, -0.9905332, -0.2219778
-1.19553, -1.071116, -0.1766824
-1.140436, -1.019526, -0.1602775
-0.9757608, -1.037114, -0.01002228
-1.111931, -1.093655, -0.09697579
-1.206029, -1.027731, -0.07705706
-1.140218, -1.031309, -0.1026405
-1.098429, -1.028489, -0.02299905
-1.118721, -1.080197, -0.01224437
-1.174759, -1.059883, -0.04883717
-1.098087, -1.041119, -0.183633
-1.148065, -1.014777, -0.04101655
-1.055907, -1.054783, -0.04055208
-1.091031, -1.022575, -0.08369657
-1.217914, -1.038698, -0.02659264
-1.27647, -1.090455, -0.06793018
-1.122941, -1.119368, -0.1419757
-1.028002, -1.074849, -0.0002250671
-1.03069, -1.009934, -0.08449373
-1.070154, -1.100988, -0.01887402
-1.109307, -0.9945556, -0.1254455
-1.131811, -1.020797, 0.01743224
-0.9794129, -1.062587, 0.1238117
-1.03143, -1.063417, 0.05474773
-1.016666, -1.035713, 0.09743413
-1.181385, -1.059255, 0.1036302
-1.152838, -1.040265, 0.06287456
-1.075169, -1.103692, 0.03380455
-1.2495, -1.062049, 0.02317952
-1.117899, -1.07304, 0.04025042
-0.9813696, -1.058878, 0.03795585
-0.9898793, -1.090664, 0.07948458
-1.079755, -1.066177, 0.08786395
-0.9188772, -1.0092, 0.106687
-1.073603, -1.053649, 0.01646969
-1.018729, -1.026382, 0.01905382
-1.24639, -1.037123, 0.1815699
-1.096292, -1.027005, 0.05625559
-1.212455, -1.033246, 0.1377746
-0.987383, -0.9873329, 0.1735007
-1.195473, -0.8893422, 0.2234562
-1.169551, -0.9425176, 0.2235054
-1.057406, -0.9569737, 0.2235315
-1.096627, -1.042107, 0.1319627
-1.042103, -1.034245, 0.1530052
-0.8678017, -1.061046, 0.1405002
-1.016788, -0.9938387, 0.1299072
-1.023565, -0.9499243, 0.1833925
-1.222457, -0.9349457, 0.2235277
-0.9471778, -0.9529039, 0.1713341
-1.296433, -0.9220821, 0.22353
-1.003741, -0.9935113, 0.2235155
-1.101562, -0.9966689, 0.1666927
-0.9533912, -1.029283, 0.07185441
-0.8508811, -1.020715, 0.1105826
-0.9836684, -0.9444758, 0.2235068
-0.9311608, -1.003417, 0.1714257
-1.261701, -0.9325432, -0.2192859
-1.253835, -0.8773379, -0.1818335
-1.289761, -0.9342068, -0.1137476
-1.236781, -0.8494105, -0.2235184
-1.313879, -0.9525274, -0.1758808
-1.363512, -0.9765996, -0.1824338
-1.316679, -0.905378, -0.1509941
-1.3339, -0.8440869, -0.2235155
-1.285696, -0.8697958, -0.2235038
-1.115841, -0.9295765, -0.1644069
-1.174441, -0.988151, -0.1344603
-1.223546, -1.009623, -0.1342146
-1.217998, -0.9159855, -0.1724973
-1.26231, -0.97374, -0.1852689
-1.298449, -0.9835678, -0.130973
-1.331173, -0.8970004, -0.2235027
-1.269716, -0.9251589, -0.1654894
-1.242022, -0.9352695, -0.09075603
-1.211408, -0.9685532, -0.171471
-1.21961, -0.9005772, -0.2232012
-1.269972, -1.019257, -0.1578761
-1.277317, -0.8152781, -0.2235086
-1.169135, -0.9365991, -0.1716176
-1.249468, -0.9634353, -0.1349524
-1.351333, -1.008102, 0.0001606792
-1.321306, -1.019895, -0.09988196
-1.340876, -1.059006, -0.01257351
-1.137143, -0.9497691, -0.1202771
-1.15907, -0.9855288, -0.08381696
-1.21048, -0.9777163, -0.09398139
-1.416986, -1.003724, -0.04705292
-1.286427, -1.059543, -0.02604841
-1.380997, -1.003942, -0.09164076
-1.30381, -0.9771465, -0.03164482
-1.36776, -0.9843296, -0.044247
-1.283843, -0.9359196, -0.05825725
-1.183517, -1.006348, -0.002541363
-1.268805, -1.038397, -0.0741901
-1.165012, -1.059552, 0.003228992
-1.264369, -0.9881719, -0.0905132
-1.365131, -1.039781, 0.04031961
-1.237239, -0.9679359, -0.04930487
-1.316178, -0.9700464, -0.0826886
-1.329417, -1.020765, -0.04741389
-1.262474, -1.010229, -0.02976449
-1.273699, -0.9771706, 0.03302114
-1.235105, -1.011625, 0.01558523
-1.299486, -1.015925, 0.007708132
-1.226686, -0.9893783, 0.06292585
-1.319924, -0.992978, 0.0620119
-1.274313, -1.026141, 0.0532012
-1.321007, -1.045473, 0.06909481
-1.185419, -1.006588, 0.09930614
-1.205755, -1.038031, 0.06162968
-1.346285, -0.9478194, 0.07057416
-1.243767, -0.891806, 0.09154916
-1.292304, -0.9492244, 0.07401119
-1.241376, -0.9451853, 0.08817273
-1.250872, -0.9863924, 0.1669218
-1.361746, -1.018758, 0.08993125
-1.175813, -0.9946984, 0.04857211
-1.336094, -1.035352, 0.1332239
-1.323254, -0.9661995, 0.01641363
-1.373196, -0.9880253, 0.04830283
-1.433491, -1.036007, 0.02284816
-1.270936, -0.9359919, 0.1311422
-1.164288, -0.9576815, 0.09806344
-1.399095, -0.981402, 0.09405564
-1.314094, -0.9871994, 0.1354264
-1.279511, -0.9956027, 0.09618607
-1.131337, -0.9947995, 0.0795382
-1.143058, -1.016674, 0.1294916
-1.235123, -0.791784, 0.2235156
-1.164861, -0.9628011, 0.1507995
-1.405233, -0.9537486, 0.1388274
-1.131203, -0.9605283, 0.1916648
-1.36933, -0.8807991, 0.1785439
-1.142753, -0.8946837, 0.2235242
-1.248635, -0.888868, 0.2235028
-1.231614, -0.9881657, 0.1175841
-1.182849, -0.9204987, 0.1771738
-1.320217, -0.8545382, 0.1777732
-1.344556, -0.9434232, 0.164175
-1.296746, -0.9019345, 0.1745529
-1.175527, -0.7943497, 0.2235174
-1.25047, -0.9273003, 0.1792268
-1.215644, -0.9446625, 0.1432741
-1.304915, -0.8165996, 0.2235143
-1.242545, -0.8753223, 0.17263
-1.069404, -0.9972221, 0.124586
-1.321837, -0.9382774, 0.1165993
-1.294223, -0.9567395, 0.1739509
-1.20741, -0.837713, 0.2235103
-1.297811, -0.8691161, 0.2235163
-1.258328, -0.8370528, 0.2086736
-1.205061, -0.9704994, 0.1883071
-1.28844, -0.8065226, -0.1724454
-1.408958, -0.907822, -0.1763201
-1.294255, -0.7650652, -0.2233065
-1.272558, -0.8828989, -0.1321168
-1.352308, -0.8715181, -0.1799203
-1.34141, -0.9525381, -0.130601
-1.434313, -0.7274692, -0.2235099
-1.307876, -0.6751783, -0.2235174
-1.377721, -0.7005136, -0.2207306
-1.381739, -0.7532711, -0.2235159
-1.30191, -0.8582664, -0.1702603
-1.398995, -0.859087, -0.1581476
-1.42739, -0.7801635, -0.2235191
-1.409927, -0.8318872, -0.2235054
-1.439711, -0.8329208, -0.1796831
-1.339444, -0.8202286, -0.1765373
-1.346177, -0.792546, -0.2235196
-1.333211, -0.7291393, -0.2235021
-1.412875, -0.9303046, -0.07124357
-1.401809, -0.9921476, 0.002371356
-1.389431, -0.9301914, -0.1324254
-1.312389, -0.891363, -0.05575484
-1.446263, -0.9362279, -0.03034055
-1.431494, -0.9032508, -0.1128109
-1.364418, -0.9011055, -0.05812876
