x, y, z
0.003637552, -1.065895, -0.2235048
0.02517962, -1.141974, -0.171885
0.1455853, -1.003589, -0.2235062
-0.02422071, -1.150775, -0.1548931
0.06935215, -1.218112, -0.1572785
0.1888936, -0.973065, -0.2235218
0.03388739, -1.18299, -0.1394996
0.08314514, -1.176541, -0.1210692
0.1039674, -1.087313, -0.0771971
-0.04669738, -1.2307, -0.01671572
0.1272779, -1.129458, -0.05512208
0.0668447, -1.210076, -0.04567939
0.1128283, -1.137491, -0.004780799
0.1160529, -1.091634, -0.1388737
0.1604791, -1.156639, -0.02402934
-0.02744484, -1.240991, -0.1045781
-0.09266901, -1.252025, -0.03221028
0.009913921, -1.209231, -0.08065963
-0.0629499, -1.213715, -0.07623161
0.1724412, -1.114288, 0.005472839
0.07456374, -1.236188, -0.0002185106
0.08306527, -1.163272, -0.06452285
0.1701188, -1.083282, -0.1227818
-0.008581638, -1.255657, 0.01034988
-0.03997207, -1.275683, 0.04804182
-0.09832239, -1.259946, 0.06149706
0.1609383, -1.157389, 0.05532071
0.151546, -1.119526, 0.09116858
0.2110772, -1.097219, 0.1323091
0.1797287, -1.139902, 0.131135
0.1058931, -1.161906, 0.04258674
0.2860489, -1.017574, 0.1712167
0.2281229, -1.137821, 0.1028183
0.2354801, -1.00177, 0.1719536
0.07864332, -1.154957, 0.1181822
0.2195747, -1.051855, 0.165173
-0.08195853, -1.282545, 0.01645963
0.2071192, -1.131462, 0.05435628
0.1321604, -1.160038, 0.1193046
0.01047516, -1.230082, -0.03195688
0.09284186, -1.186512, -0.002489835
0.209857, -1.047813, 0.1132403
0.05027151, -1.187694, 0.1486764
0.1972327, -1.05296, 0.2197808
-0.07002378, -1.224919, 0.1534135
0.1421249, -1.130024, 0.173772
0.1935096, -1.13941, 0.1827097
0.2248979, -1.007918, 0.2235103
0.09988832, -1.193668, 0.2235053
0.173892, -0.9889649, 0.2235106
0.09511781, -1.064468, 0.2235102
-0.05580068, -1.1915, 0.1919735
0.01355362, -1.13145, 0.2235226
0.1790576, -1.089192, 0.1738956
0.1078095, -1.117451, 0.2234355
0.08140039, -1.127461, 0.1785883
0.2301209, -1.101111, 0.1815829
0.06742978, -1.151776, 0.2235241
0.1436207, -1.052436, 0.1596952
0.03796959, -1.194335, -0.004138649
0.1844757, -0.8674254, -0.2235124
-0.06037974, -1.118525, -0.1334152
-0.02269101, -1.109742, -0.09464777
-0.02710867, -1.022733, -0.223505
0.1417646, -0.8987995, -0.2235303
0.1710324, -0.8161712, -0.2235237
0.1536424, -0.9993111, -0.1068064
0.01563311, -1.109365, -0.1312253
-0.06105232, -1.063429, -0.2235126
0.07255411, -0.9352888, -0.1923093
0.1464179, -0.9433128, -0.1192689
-0.01640892, -1.101483, -0.1726657
0.06354427, -1.032294, -0.1797031
0.0275681, -1.018639, -0.2235195
0.1037447, -0.9840094, -0.1969731
0.2353411, -0.9426273, -0.1384012
0.1360779, -0.9514703, -0.2235071
0.05865073, -0.9757465, -0.2235263
0.1234431, -1.041883, -0.05817431
0.2069793, -1.041485, -0.03193837
0.07440257, -1.049207, -0.1018851
0.2048481, -0.9914995, 0.0429267
0.05981636, -1.100164, -0.1034887
0.2428093, -0.9543458, 0.07587944
-0.007872343, -1.159432, -0.0838234
0.1857901, -1.00065, -0.005676523
-0.02575588, -1.191567, -0.04567543
0.04201293, -1.149868, -0.09894568
0.2215493, -0.9174267, -0.0260556
0.1135375, -1.08836, -0.0246353
-0.07499623, -1.165717, -0.1525996
-0.05677247, -1.166864, -0.1028485
0.2284353, -0.931538, 0.03027433
0.1337278, -1.066142, 0.02151026
0.07421494, -1.126005, -0.1474593
0.05929637, -1.146212, -0.01011127
0.1544104, -1.006542, 0.03677724
0.1508927, -0.9394473, 0.169976
0.1641934, -1.074544, 0.116155
-0.084095, -1.204503, 0.05892205
0.04872012, -1.144044, 0.07525623
0.2363729, -0.9026695, 0.222787
0.2620738, -0.9742168, 0.135328
0.1823249, -1.006004, 0.130612
0.2111011, -0.9615687, 0.1282842
0.07325506, -1.120987, 0.03434321
0.2262566, -1.000562, 0.09577845
0.2629535, -1.026026, 0.1242844
0.1663191, -1.038816, 0.07707842
0.1837885, -1.047632, 0.02075951
0.03230166, -1.17025, -0.05100125
0.1643665, -0.9864146, 0.08476526
0.1910336, -0.9449371, 0.06534994
0.1319864, -1.115883, 0.03964446
0.1799805, -1.020653, 0.1814834
0.04194427, -1.198233, 0.2235053
0.1073098, -1.063752, 0.1220093
0.2690053, -0.8191173, 0.1775307
0.1377897, -0.9887203, 0.1843944
0.00691843, -1.19286, 0.05664136
0.1474829, -1.072578, 0.2235025
0.1937466, -0.9696304, 0.1776895
0.1090913, -1.115044, 0.1351485
0.09972382, -1.123751, 0.08092047
0.2096186, -0.8572285, 0.217662
0.124954, -0.8676133, 0.2235157
0.09890771, -1.077865, 0.1723824
0.2058063, -0.9459382, 0.2235156
0.1283226, -1.023169, 0.2235145
0.2859609, -0.9213122, 0.2235218
0.0159142, -1.185829, 0.1083851
0.1711409, -0.8934757, 0.2211544
0.1101894, -0.9032077, -0.1073375
0.1440637, -0.7575495, -0.2203663
0.1312294, -0.9823443, -0.1517137
0.1546328, -0.8687153, -0.1285811
0.01576018, -1.072625, -0.09303434
0.1197865, -0.933374, -0.1683951
0.1171746, -0.8547466, -0.2074343
0.1562233, -0.841656, -0.1741019
0.1108212, -0.8824183, -0.1570102
0.1223614, -0.9226614, -0.01289144
0.1767752, -0.8609173, -0.08109087
0.0286994, -0.9111947, -0.174922
0.1193864, -0.804328, -0.2235199
0.2441545, -0.7229743, -0.2235076
0.1944873, -0.7413249, -0.2215994
0.191612, -0.9161466, -0.1244452
0.1690779, -0.9477581, -0.1814184
0.0864954, -0.8948184, -0.2235231
0.1528199, -0.8137412, -0.07827476
0.07105494, -0.8235602, -0.2134185
0.1144984, -0.783287, -0.1751375
0.1602051, -0.7009516, -0.2233868
0.1340158, -0.8198926, -0.1288971
0.1034346, -0.7948503, -0.07480469
-0.001913786, -0.7956884, -0.028712
0.1796777, -0.8799987, -0.02545688
0.02035093, -0.7595675, 0.003872529
0.1450651, -0.8406522, 0.1338231
0.09520721, -0.9751722, 0.008591756
0.1186531, -0.8720436, 0.01255517
0.1631706, -0.8034642, 0.019675
0.1043725, -1.022823, 0.02982956
0.08458018, -0.876668, 0.05652253
0.171159, -0.9315163, -0.03442302
0.05011368, -1.120549, -0.05555063
0.2195518, -0.8555179, -0.05032113
0.1541772, -0.9085811, 0.02707352
0.2147536, -0.8992211, -0.07988706
0.06820464, -0.80193, -0.03585282
0.1549654, -0.909181, -0.07965484
0.1207232, -0.8540494, -0.09061483
0.1919937, -0.9470721, -0.08060306
0.07038999, -0.9309705, -0.006765544
0.1424613, -0.9716343, -0.01510157
0.1592002, -0.8963035, -0.1735701
0.0965023, -0.8319371, -0.1643454
0.0729301, -0.8381646, -0.07420009
0.1822906, -0.9513639, 0.01342835
0.1253762, -0.9712585, 0.1359365
0.1503825, -0.8006155, 0.1746742
0.1298981, -0.8985649, 0.07308969
0.1023321, -0.926706, 0.1530329
0.1060398, -0.8607717, 0.1041656
0.05931878, -1.096528, 0.1416722
0.1615884, -0.9409763, 0.1118762
0.07336783, -0.7743669, 0.009092405
0.1153049, -0.8402264, 0.1776732
0.1669664, -0.691462, 0.1096406
0.1615269, -0.8002679, 0.07254896
0.09213829, -0.9268833, 0.04138486
0.1167507, -0.7970295, 0.04441664
0.1355617, -0.957029, 0.03775108
0.1283736, -0.8468704, 0.05816516
0.128119, -1.075377, 0.07358718
0.05737066, -0.7989769, 0.05687898
0.1039317, -0.9212435, 0.2057248
0.1902905, -0.6970968, 0.05641121
0.1914024, -0.8180313, 0.1460069
0.1730564, -0.8501117, 0.08647859
0.1434002, -0.8927017, 0.1239865
0.2063839, -0.9129988, 0.1076668
0.1386139, -1.024274, -0.01057933
0.2042062, -0.7772317, 0.1772676
0.2834015, -0.8700552, 0.1754051
0.1901171, -0.8693187, 0.1328327
0.2258613, -0.8339036, 0.1075289
0.1496353, -0.9418615, 0.2229012
0.1981397, -0.9168154, 0.1779841
0.03680778, -0.8870014, 0.07698572
0.03013611, -0.9231306, 0.1294548
0.235815, -0.7548354, 0.2235087
0.08285165, -0.877815, 0.1591885
0.001427412, -0.9328777, 0.1859391
0.3340347, -0.8346779, 0.1990308
0.1701343, -0.849175, 0.1832404
0.1783895, -0.7761579, 0.2235185
0.2730627, -0.7925284, 0.2235219
0.09471965, -0.8234251, 0.2235142
0.08808184, -0.9734491, 0.1735165
0.1712265, -0.7436299, 0.1014959
0.2130105, -0.7256675, 0.1856055
0.1358974, -0.8890287, 0.1763067
0.03580999, -0.9182655, 0.2235142
0.1502566, -0.8210607, 0.2235299
0.2318811, -0.8778329, 0.1657138
0.222029, -0.8057318, 0.218225
0.1322021, -0.7334471, -0.1721043
0.05609655, -0.6266429, -0.1768138
0.04354692, -0.6765339, -0.1895474
0.008036852, -0.6964011, -0.223502
0.07116246, -0.6466706, -0.2235096
-0.02904153, -0.6630592, -0.1217619
0.1094656, -0.7175381, -0.2235064
0.2402525, -0.6179752, -0.2155288
0.0560782, -0.7137742, -0.1320063
0.1105695, -0.5613596, -0.1786033
0.01135802, -0.5450699, -0.2235125
0.08559132, -0.7571974, -0.1391929
0.004580259, -0.7006996, -0.1378964
0.02806211, -0.6573389, -0.1184928
0.03028417, -0.7261779, -0.1766058
-0.002181292, -0.8113565, -0.1413518
0.08004045, -0.8066089, -0.1208535
0.04534578, -0.8335092, -0.150521
-0.03195429, -0.6849387, -0.07336624
0.1132541, -0.8054659, -0.008186221
0.1607842, -0.7310457, -0.07146931
0.08865905, -0.849571, -0.02490258
0.03488827, -0.7622843, -0.04701939
0.03209734, -0.8182282, -0.1015391
0.09359956, -0.6788061, -0.05821562
0.07804298, -0.6717346, -0.1083732
0.04594445, -0.7131512, -0.03062671
0.1187217, -0.7499657, -0.09846438
0.1361644, -0.687371, -0.08859448
0.05945969, -0.7206845, 0.02006173
0.1427855, -0.6492414, -0.03119805
0.1238668, -0.6512771, -0.125378
0.03795052, -0.6973112, -0.08500811
-0.005284786, -0.7274985, -0.09018743
0.1424906, -0.603549, -0.1118805
0.08675528, -0.6666324, -0.1604002
0.09376454, -0.7358367, -0.0210195
0.03439593, -0.8102427, 0.01047774
0.056669, -0.6999953, 0.07072094
0.1136618, -0.7150354, 0.03555894
0.08231831, -0.6726663, 0.0301407
0.1328139, -0.7652175, -0.04217988
0.0789063, -0.7279944, -0.07127179
0.1045403, -0.7150102, 0.08776096
0.1134365, -0.6878989, -0.009945318
0.1298826, -0.7586868, 0.01031074
0.06973481, -0.6666317, 0.1917357
0.05836463, -0.7042973, 0.1384198
-0.1024473, -0.6155021, -0.009215444
-0.03266549, -0.6471994, -0.03617583
0.08700347, -0.667398, 0.1134363
0.04296947, -0.6542733, 0.1477019
0.04747009, -0.633507, 0.0224278
-0.05151391, -0.6983008, 0.0268115
-0.01364923, -0.6884534, 0.1522702
0.0103991, -0.7842913, 0.08740944
0.1086969, -0.6868427, 0.2235018
0.02399945, -0.6691034, 0.2235154
0.1877537, -0.6985993, 0.2235103
0.1005087, -0.7488949, 0.1312977
0.02758574, -0.8872927, 0.1791803
0.02789664, -0.7030067, 0.1817371
0.0159061, -0.6956682, 0.03714773
-0.01825213, -0.7033095, 0.07693306
0.02923846, -0.7471585, 0.05462483
0.09631252, -0.7465761, 0.2235061
0.08008242, -0.7857931, 0.1891983
0.06008196, -0.7079127, 0.2235224
-0.05595064, -0.7404547, 0.07957765
0.03372383, -0.8019123, 0.1672432
0.07660675, -0.903994, 0.1126613
0.1475444, -0.7330949, 0.2235271
-0.0356884, -0.6180606, -0.1795643
0.006401777, -0.6471522, -0.165771
-0.04369783, -0.7188015, -0.1256411
-0.01926589, -0.6100659, -0.1298316
-0.06936598, -0.6494424, -0.1533341
-0.1208432, -0.61573, -0.174633
-0.02983594, -0.6847298, -0.1748949
-0.05536461, -0.7324708, -0.07335803
-0.07939076, -0.700284, -0.1643707
-0.04752731, -0.5693219, -0.162507
-0.04486632, -0.6995485, -0.2235046
-0.06751776, -0.578742, -0.2235008
0.078794, -0.5554073, -0.2235023
-0.08056307, -0.6273963, -0.2070294
-0.08113909, -0.539223, -0.1902843
-0.04031539, -0.5332563, -0.2235282
-0.01707315, -0.595001, -0.2235019
0.018327, -0.6427, -0.2228327
-0.004766941, -0.6400547, -0.08065277
-0.06276608, -0.6261518, -0.1042047
-0.1277673, -0.650491, -0.05065078
0.01154041, -0.6753643, -0.04465549
0.09124708, -0.6216516, -0.006322443
-0.03598142, -0.6012459, -0.06256917
-0.08618069, -0.5575366, -0.04431891
-0.04322052, -0.6591656, 0.06156462
-0.1201181, -0.5241511, -0.08455651
-0.1218643, -0.5770485, -0.08717585
-0.06805873, -0.5742476, -0.09497327
-0.1423125, -0.5999694, -0.04398695
0.01267505, -0.5963941, -0.1796619
-0.1375177, -0.5479014, -0.03534274
-0.07789612, -0.6596184, -0.06601089
-0.1108103, -0.6400683, -0.1216794
-0.1622243, -0.5471504, -0.1070321
-0.1505184, -0.6240039, -0.09050184
-0.078933, -0.6633921, 0.1128596
-0.08868432, -0.6471522, 0.03714532
-0.05195808, -0.7110169, 0.1234554
-0.1287184, -0.6731958, 0.06007785
-0.1508996, -0.7205541, 0.05142783
-0.104605, -0.7094886, 0.1176991
-0.1553478, -0.6266327, 0.02260759
-0.09652233, -0.7071075, -0.05166546
0.04648685, -0.613414, 0.1096141
0.008578777, -0.6466634, 0.05593801
-0.05621457, -0.5902402, -0.01485081
0.003277779, -0.6562371, 0.004060388
-0.1102543, -0.5664239, 0.009152636
0.09694409, -0.6186316, 0.1316519
-0.07445574, -0.5961244, 0.03566654
0.06212211, -0.6642916, -0.01813111
-0.1611137, -0.5786996, 0.0007624775
-0.02637815, -0.6567886, 0.1117461
-0.1998982, -0.5991004, 0.03071895
-0.02046633, -0.621479, 0.2235017
-0.1398396, -0.6230586, 0.07315579
-0.08150458, -0.6949515, 0.07037348
-0.1215949, -0.5579696, 0.2235193
-0.07526445, -0.5842202, 0.2235048
0.0175581, -0.630583, 0.1877223
-0.02398491, -0.758024, 0.1180086
-0.1899757, -0.5966816, 0.08460584
-0.05989075, -0.4415481, 0.223511
-0.118305, -0.6289368, 0.1212191
-0.1400254, -0.6748874, 0.1365623
-0.187556, -0.5014369, 0.1935844
-0.148628, -0.6028326, 0.1559628
-0.07629538, -0.6402647, 0.2226281
-0.0637188, -0.5325003, 0.2227976
-0.1020846, -0.5908091, 0.1782733
-0.07501769, -0.6282961, 0.1523718
0.002350092, -0.4928517, -0.2235042
-0.08496046, -0.4503348, -0.1765746
-0.1702385, -0.3585849, -0.2235284
-0.1261919, -0.5608928, -0.1727346
-0.1261902, -0.4936478, -0.2235284
-0.09281921, -0.5869977, -0.1400482
-0.07323623, -0.4917271, -0.2235094
-0.128612, -0.3934877, -0.2235167
-0.0245235, -0.5229943, -0.1740214
-0.02127671, -0.3098557, -0.2235065
-0.05841851, -0.4325683, -0.2188585
-0.02786684, -0.3624191, -0.2220126
-0.07453513, -0.4922526, -0.1059107
-0.1413212, -0.4200451, -0.1509545
-0.1206877, -0.3422623, -0.2125005
-0.1902144, -0.4205394, -0.1219002
-0.1361749, -0.463027, -0.1814896
-0.1782234, -0.4120982, -0.2235072
-0.07666397, -0.3830359, -0.2235033
-0.1168277, -0.4781616, -0.1345437
-0.1101325, -0.4431515, -0.2235028
-0.2095883, -0.385596, -0.1566895
-0.1486154, -0.4801288, -0.09218445
-0.1680441, -0.4654121, -0.1392416
-0.1762788, -0.5168903, -0.06587334
-0.08798838, -0.4944227, -0.05471151
-0.1162803, -0.449682, -0.05699509
-0.1854365, -0.4812574, -0.02774575
-0.1671209, -0.4722426, 0.021145
-0.04469562, -0.5312815, -0.1257357
-0.1164389, -0.5759439, 0.06091222
-0.09728694, -0.5349555, -0.1311376
-0.09327006, -0.5193551, -0.008266106
-0.1801257, -0.511673, 0.05404048
-0.1945372, -0.5081842, -0.1226638
-0.0908978, -0.542757, 0.09415933
-0.1330366, -0.4888365, -0.02545691
-0.2033002, -0.4640605, -0.09467056
-0.1688926, -0.4429193, -0.06036341
-0.1460998, -0.4374769, -0.01284626
-0.1479807, -0.5186126, -0.1493589
-0.07082653, -0.4980991, -0.1585085
-0.04384494, -0.5646398, 0.08344105
-0.09810615, -0.5281663, 0.04374707
-0.2159231, -0.4921591, 0.01572511
-0.04332471, -0.6329627, 0.01373199
0.01402903, -0.5840764, -0.05897067
-0.1443901, -0.52686, 0.01797545
-0.1499875, -0.4516137, 0.1768943
-0.1878617, -0.3949275, 0.1550067
-0.2360611, -0.4025815, 0.08820464
-0.2226543, -0.4830625, 0.06748918
-0.1668298, -0.5628743, 0.05100887
-0.1017172, -0.4748602, 0.1653175
-0.09022093, -0.5843682, 0.1269495
-0.1896479, -0.5307584, -0.009310603
-0.1611741, -0.4611359, 0.1259722
-0.170907, -0.6338673, 0.117185
-0.1360745, -0.5040588, 0.1076308
-0.1405544, -0.5827804, 0.1075892
-0.03218961, -0.6460352, 0.178023
-0.04361296, -0.6068244, 0.1154936
-0.1940985, -0.4994221, 0.1098868
-0.07274008, -0.5079873, 0.1316515
-0.2161095, -0.5488064, 0.03478098
-0.05762625, -0.4459965, 0.1707594
0.05101109, -0.6488302, -0.06804198
-0.08278608, -0.6201975, 0.08239403
-0.06814051, -0.5512304, 0.1619222
-0.147099, -0.5015533, 0.1593896
-0.1881626, -0.4439635, 0.07678707
-0.2142026, -0.4366875, 0.122353
-0.2311156, -0.4129038, 0.179757
-0.007215261, -0.4357424, 0.2235224
-0.2363768, -0.382014, 0.1370384
-0.1675537, -0.5417714, 0.1275119
-0.08936501, -0.3494382, 0.2118016
-0.09227395, -0.4835012, 0.2235023
-0.1263163, -0.4428816, 0.2235013
-0.1052027, -0.4232523, 0.1767846
-0.1159122, -0.5401421, 0.14079
-0.1032372, -0.5222163, 0.189012
-0.2363422, -0.4832942, 0.1375281
0.1807272, -0.4204102, 0.2185145
-0.1497741, -0.5550053, 0.1787367
-0.05675459, -0.4979997, 0.1811797
-0.1630745, -0.3127282, 0.223508
-0.1414371, -0.5030427, 0.2203484
-0.15079, -0.3650606, 0.2235015
-0.2125731, -0.3316591, 0.2235032
0.02373409, -0.6701689, 0.1009539
-0.01077127, -0.534723, 0.223502
-0.1745372, -0.4090991, 0.2060207
-0.1767943, -0.459058, 0.2235125
-0.09392428, -0.4009233, 0.2235041
-0.259311, -0.457736, 0.181362
-0.07021332, -0.3304405, -0.2235079
-0.1097679, -0.2946689, -0.1706309
-0.06654143, -0.3158696, -0.1484793
-0.07366228, -0.3962605, -0.1334877
-0.06066442, -0.2847071, -0.1985139
-0.01477456, -0.1528392, -0.2235018
-0.05915809, -0.1862106, -0.2235043
-0.1174016, -0.210448, -0.2235086
-0.07323503, -0.239713, -0.223532
-0.1069767, -0.2922642, -0.2235012
-0.08835387, -0.4411583, -0.1094818
-0.1627378, -0.2959018, -0.1718219
-0.1486716, -0.3751199, -0.1780489
-0.1049297, -0.3496137, -0.1624396
-0.1009693, -0.3998699, -0.1787607
-0.1519737, -0.337862, -0.1405327
-0.1720338, -0.3740683, -0.1041415
-0.1897883, -0.34109, -0.1775089
-0.07658482, -0.3651183, -0.09070387
-0.1629751, -0.3236425, -0.09069362
-0.0775609, -0.4562981, -0.01943734
-0.112411, -0.4516392, 0.02551852
-0.1367462, -0.4012575, -0.05035947
-0.03746057, -0.4613595, -0.1399578
-0.04400277, -0.5086639, -0.02457315
-0.1371741, -0.4238601, -0.09828061
-0.140929, -0.3781769, 0.07930234
-0.1774645, -0.3673813, -0.05185309
-0.08064604, -0.4112756, -0.06497902
-0.03032494, -0.3931968, -0.09078148
-0.1011426, -0.4094505, -0.0119746
-0.1647511, -0.4211807, 0.03507122
-0.1368549, -0.4310052, 0.07910004
-0.1320245, -0.4896231, 0.05682033
-0.1243711, -0.3539271, -0.07069117
-0.1222444, -0.3787148, -0.1216707
-0.1243424, -0.3448973, 0.04153867
-0.08483481, -0.4219675, 0.07483073
-0.1208913, -0.292207, 0.04607792
-0.0645268, -0.4289873, 0.02406657
-0.1771188, -0.3108785, 0.1324852
-0.05511737, -0.445662, 0.1158743
-0.1075861, -0.4529743, 0.11742
-0.1416798, -0.4120507, 0.1303611
-0.08674479, -0.4887242, 0.08431998
-0.1161554, -0.4002767, 0.03800173
-0.2013578, -0.3865812, 0.0515074
-0.08948064, -0.4039292, 0.1261113
-0.04781842, -0.4585199, 0.06482852
-0.1579566, -0.3601255, 0.1285214
-0.2069027, -0.3460307, 0.1624434
-0.1112828, -0.3452399, 0.10835
-0.02874327, -0.4635665, -0.0001574159
-0.1846035, -0.3975992, 0.1021809
-0.0616281, -0.3549452, 0.1278067
-0.05466199, -0.1627035, 0.223509
-0.2285347, -0.2407894, 0.1887342
-0.1540468, -0.3323262, 0.1751044
-0.1257052, -0.251591, 0.2235074
-0.105804, -0.1488388, 0.2235034
-0.0935142, -0.09728742, 0.2235126
-0.05450392, -0.3329027, 0.1754709
-0.2002065, -0.1602664, 0.2222836
-0.06733799, -0.3866277, 0.1710473
-0.0911119, -0.2114527, 0.2235217
-0.06509686, -0.2649961, 0.2235019
-0.1110699, -0.3025272, 0.2235042
-0.1426094, -0.1989622, 0.2235133
-0.1918924, -0.2959454, 0.1823261
-0.0381465, -0.2130592, 0.2235233
-0.1401289, -0.3834512, 0.1749534
-0.1028264, -0.3486953, 0.1605461
-0.098634, -0.0822382, -0.2235047
-0.1427784, -0.1221726, -0.2235115
-0.1410267, -0.2887292, -0.1240053
-0.04624176, -0.07428837, -0.2235091
-0.1423388, -0.07831287, -0.1937953
-0.04328227, -0.2247195, -0.1824853
-0.1477461, -0.2451081, -0.1706733
-0.06132507, -0.1313505, -0.2100852
-0.1045692, -0.1588941, -0.2235016
-0.01103091, -0.2653832, -0.1718024
-0.07812452, -0.1853845, -0.1740277
-0.155473, -0.1736112, -0.2225659
-0.09000301, -0.2785771, -0.1095918
-0.05930114, -0.263407, -0.1500178
-0.01658034, -0.2691758, -0.1192335
0.01098943, -0.2172966, -0.1751933
-0.09595942, -0.23525, -0.1758954
0.06388164, -0.2156758, -0.1781238
-0.1071315, -0.3285282, -0.1138763
-0.124897, -0.2390716, -0.1149986
-0.1133738, -0.3174868, -0.003487676
-0.08451462, -0.3197773, -0.06338474
-0.04070139, -0.2681119, 0.01677869
-0.003506184, -0.3139272, -0.06936216
-0.05528784, -0.2444551, -0.08867304
-0.06289339, -0.307404, -0.01605678
-0.1779501, -0.2792432, -0.06356138
-0.03739023, -0.3528037, -0.05722073
-0.08478975, -0.3660777, -0.03762445
-0.1267731, -0.289264, -0.07296635
-0.08571911, -0.2698555, -0.04566982
-0.07805943, -0.2185652, -0.1289055
0.03749061, -0.3388298, -0.04687105
-0.04747081, -0.3085582, -0.09957334
0.01140165, -0.3603511, -0.09008965
-0.1321559, -0.3665113, -0.01060838
-0.08589005, -0.3693566, 0.06858832
0.05525327, -0.3519378, 0.001285538
-0.1393955, -0.2732973, -0.02403784
-0.1266453, -0.2155087, 0.1001779
-0.07609963, -0.3179171, 0.03417733
-0.04631782, -0.2633181, 0.1117433
-0.08165169, -0.3671079, 0.01526374
-0.0346694, -0.3565924, 0.06402314
-0.02041221, -0.3008504, 0.08477876
-0.01313972, -0.325459, -0.01855068
-0.0001237392, -0.2741363, -0.01676044
-0.02318144, -0.3155696, 0.03252682
-0.02877092, -0.3657148, 0.01215576
-0.04908299, -0.4030418, -0.01950356
0.0193646, -0.3766756, 0.03140351
-0.1028376, -0.2776344, 0.100448
-0.06874084, -0.3224921, 0.08645301
-0.09215832, -0.244755, 0.1406171
-0.0130918, -0.02828765, 0.2235036
-0.008948803, -0.2473433, 0.1457493
-0.09082627, -0.2804086, 0.1798071
-0.1718955, -0.03145504, 0.223521
-0.1245205, -0.225028, 0.1776622
0.01256442, -0.2621248, 0.09963921
0.03155494, -0.2113812, 0.1742555
-0.06973863, -0.01148319, 0.223525
-0.05384374, -0.06215096, 0.2235246
0.00599432, -0.08199763, 0.2235054
-0.1240494, -0.1720648, 0.1794994
-0.1435521, -0.2744668, 0.1791652
-0.1558197, -0.13134, 0.2235168
-0.01982903, -0.1985831, 0.1759734
-0.2286179, -0.1888971, 0.1780635
0.1176903, -0.09658384, 0.2235004
-0.07225013, -0.3029091, 0.1355675
0.1137578, -0.0427568, 0.223516
0.07759714, -0.1273322, -0.1686754
0.1351295, -0.1404123, -0.1769477
0.02594709, -0.1649601, -0.17454
-0.008865356, -0.125217, -0.1705231
-0.07340622, -0.02879524, -0.2235207
0.03324771, -0.01998186, -0.2235029
0.08790994, -0.04388309, -0.2235136
0.1188042, -0.09820318, -0.1494011
0.03475499, -0.1960077, -0.132544
-0.0260458, -0.1750319, -0.1760951
0.03525376, -0.09661841, -0.177192
0.1468997, -0.051687, -0.1536181
0.0975728, -0.1763821, -0.166735
-0.01899886, -0.02883172, -0.2235112
0.03593254, -0.1299889, -0.1360274
0.004466772, -0.05389094, -0.183134
0.1694021, -0.1055005, -0.1354407
0.002476692, -0.08595586, -0.1367805
-0.02290797, -0.2094142, -0.06560734
0.1561165, -0.1354945, -0.08972114
0.1453907, -0.1506622, -0.04008968
0.01856709, -0.228756, -0.03672761
0.06548715, -0.2135408, -0.01739539
0.05508709, -0.2103717, -0.07047777
0.01345992, -0.1423733, -0.04808791
0.09612489, -0.1108565, -0.09271169
-0.04936838, -0.1962383, -0.006234884
0.1060946, -0.1596177, -0.07450864
-0.008271456, -0.1583672, -0.1290296
0.1195629, -0.146035, -0.1266096
0.1673717, -0.185065, -0.07476677
0.1108158, -0.1898422, -0.03123721
0.1073587, -0.2127125, -0.07891195
-0.009890795, -0.2613869, -0.06725416
0.08657193, -0.2532976, -0.04535934
-0.02307439, -0.2186546, -0.1338678
0.0601263, -0.1665053, -0.04119469
0.05660772, -0.1460626, -0.08995837
-0.04275751, -0.2431643, -0.02991086
0.08354187, -0.1834548, -0.1161215
0.04065347, -0.2755487, -0.05997786
0.01532817, -0.1790886, -0.08624521
0.1047468, -0.3340414, 0.007502735
0.0751183, -0.2901239, 0.006608948
0.1009994, -0.2097819, 0.05867484
0.08855367, -0.1873419, 0.10553
-0.06519556, -0.2749732, 0.06325656
0.07985568, -0.1692705, 0.007914945
0.06001282, -0.2431839, 0.06702292
0.002636909, -0.2716331, 0.04705596
-0.01833582, -0.170289, 0.1312175
0.04223514, -0.1826448, 0.08024713
0.1318235, -0.1349473, 0.05389531
0.03824353, -0.2525744, 0.0127456
0.09512544, -0.2414002, 0.01655583
0.08509994, -0.1592438, 0.05968419
0.03551722, -0.1485124, 0.0284903
0.04744816, -0.2945578, 0.06359716
0.02229619, -0.1840653, -0.008515492
-0.05131412, -0.2225657, 0.04171102
-0.07608771, -0.226208, 0.08842085
0.1445584, -0.2119606, 0.0285679
0.04889798, -0.2045696, 0.03247219
-0.0080688, -0.2270715, 0.009061232
0.1325502, -0.1639664, 0.009574383
0.02665091, -0.3096416, 0.01548697
0.1357849, -0.1230204, 0.1229472
0.03995442, -0.04084468, 0.2235051
0.03908086, -0.09086323, 0.1160713
0.1072848, -0.2473249, 0.09554058
0.01446295, -0.2101402, 0.1161416
-0.01960778, -0.1172988, 0.1259127
0.0778389, -0.003871679, 0.2210371
0.1282392, -0.07747722, 0.1750591
-0.03179383, -0.1974277, 0.08411813
-0.03711534, -0.1483147, 0.1756249
0.1094549, -0.1269207, 0.1783035
0.1491697, -0.003328323, 0.2235028
0.0866468, -0.0926652, 0.1449085
0.05486584, -0.12325, 0.1742931
0.06485963, -0.09238529, 0.2235038
0.01707792, -0.1604493, 0.1761618
0.06618667, -0.1689117, 0.1498991
